"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3844","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2905","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2899","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3164","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3205","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3319","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2855","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2970","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2708","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2390","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2417","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3011","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3033","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3041","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2888","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2845","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2836","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2079","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","1986","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","1701","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","1375","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","2720","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3540","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3640","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","40 to 44 years","Persons","249","units","0","v1566864450","1.2.8.56","3753","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2159","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2090","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2237","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2300","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2138","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2196","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","1941","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2158","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2131","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2047","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2184","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2416","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2322","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2455","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2405","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2438","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2743","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","1888","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","1481","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","1233","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","892","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","1771","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2347","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2419","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","45 to 49 years","Persons","249","units","0","v1566864456","1.2.8.62","2498","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1445","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1699","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1717","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1640","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1586","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1655","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1523","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1720","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1763","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1586","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1465","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1690","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1989","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","2157","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","2109","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","2292","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","2395","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1551","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1115","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","911","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","642","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1131","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1559","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1597","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","50 to 54 years","Persons","249","units","0","v1566864462","1.2.8.68","1643","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","609","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","917","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1036","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1132","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1174","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1199","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","889","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","990","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1034","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","977","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","938","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1236","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1330","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1408","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1373","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1505","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1602","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1088","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","874","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","778","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","615","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","853","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1160","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1202","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","55 to 59 years","Persons","249","units","0","v1566864468","1.2.8.74","1237","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","124","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","489","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","535","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","631","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","606","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","558","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","361","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","482","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","535","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","536","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","479","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","680","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","827","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","886","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","832","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","913","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","924","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","625","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","470","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","468","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","363","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","338","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","625","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","654","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","60 to 64 years","Persons","249","units","0","v1566864474","1.2.8.80","670","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","570","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","351","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","357","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","356","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","395","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","366","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","232","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","313","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","375","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","394","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","404","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","588","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","614","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","697","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","711","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","725","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","617","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","410","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","296","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","354","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","317","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","227","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","482","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","507","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","65 to 69 years","Persons","249","units","0","v1566864480","1.2.8.86","515","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","319","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","250","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","251","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","256","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","221","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","206","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","170","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","217","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","218","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","225","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","233","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","329","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","367","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","392","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","391","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","423","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","321","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","192","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","167","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","198","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","158","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","77","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","231","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","241","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","70 to 74 years","Persons","249","units","0","v1566864486","1.2.8.87","248","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","143","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","195","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","153","","","","0"
"2003/2004","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","171","","","","0"
"2004/2005","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","179","","","","0"
"2005/2006","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","181","","","","0"
"2006/2007","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","136","","","","0"
"2007/2008","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","165","","","","0"
"2008/2009","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","178","","","","0"
"2009/2010","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","180","","","","0"
"2010/2011","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","183","","","","0"
"2011/2012","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","186","","","","0"
"2012/2013","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","189","","","","0"
"2013/2014","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","224","","","","0"
"2014/2015","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","216","","","","0"
"2015/2016","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","236","","","","0"
"2016/2017","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","238","","","","0"
"2017/2018","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","127","","","","0"
"2018/2019","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","113","","","","0"
"2019/2020","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","100","","","","0"
"2020/2021","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","97","","","","0"
"2021/2022","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","47","","","","0"
"2022/2023","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","181","","","","0"
"2023/2024","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","195","","","","0"
"2024/2025","Canada","2021A000011124","Men+","Net emigration","75 to 79 years","Persons","249","units","0","v1566864492","1.2.8.88","197","","","","0"
"2000/2001","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","42","","","","0"
"2001/2002","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","91","","","","0"
"2002/2003","Canada","2021A000011124","Men+","Net emigration","80 to 84 years","Persons","249","units","0","v1566864498","1.2.8.89","103","","","","0"
