"REF_DATE","GEO","DGUID","Gender","Type of migrant","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022/2023","Canada","2021A000011124","Total - gender","Immigrants","25 to 29 years","Persons","249","units","0","v437450","1.1.1.38","88965","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Immigrants","25 to 29 years","Persons","249","units","0","v437450","1.1.1.38","96326","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Immigrants","25 to 29 years","Persons","249","units","0","v437450","1.1.1.38","92726","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","38992","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39727","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","31480","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","37385","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39134","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","36419","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","33663","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","35783","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","34173","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39737","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39189","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39535","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39311","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","44718","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","40531","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","54963","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","44291","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","55710","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","55891","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","54646","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","39105","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","78451","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","79383","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","74363","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Immigrants","30 to 34 years","Persons","249","units","0","v437471","1.1.1.44","70432","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28401","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28722","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","21125","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","26121","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","29190","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28255","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","25681","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28110","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","27246","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","30937","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","29726","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28511","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","27691","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","29710","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","28254","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","36741","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","29741","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","33442","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","33411","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","31476","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","24488","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","49858","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","48189","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","48145","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Immigrants","35 to 39 years","Persons","249","units","0","v437492","1.1.1.50","45163","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","17962","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","17864","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","13253","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","16867","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","20250","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","20186","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","18468","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","19645","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","19573","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","21840","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","20971","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","20053","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","18679","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","19867","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","18203","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","22030","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","17912","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","18026","","","","0"
"2018/2019","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","18124","","","","0"
"2019/2020","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","16335","","","","0"
"2020/2021","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","13955","","","","0"
"2021/2022","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","30181","","","","0"
"2022/2023","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","30139","","","","0"
"2023/2024","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","30078","","","","0"
"2024/2025","Canada","2021A000011124","Total - gender","Immigrants","40 to 44 years","Persons","249","units","0","v437510","1.1.1.56","27842","","","","0"
"2000/2001","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","10300","","","","0"
"2001/2002","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","10770","","","","0"
"2002/2003","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","8353","","","","0"
"2003/2004","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","10145","","","","0"
"2004/2005","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","11651","","","","0"
"2005/2006","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","13182","","","","0"
"2006/2007","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12120","","","","0"
"2007/2008","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12561","","","","0"
"2008/2009","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12878","","","","0"
"2009/2010","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","14378","","","","0"
"2010/2011","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","14039","","","","0"
"2011/2012","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12999","","","","0"
"2012/2013","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12219","","","","0"
"2013/2014","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","12313","","","","0"
"2014/2015","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","11300","","","","0"
"2015/2016","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","13178","","","","0"
"2016/2017","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","11238","","","","0"
"2017/2018","Canada","2021A000011124","Total - gender","Immigrants","45 to 49 years","Persons","249","units","0","v437531","1.1.1.62","10931","","","","0"
